,news,category,data_information,normalized_text,preprocessed,label
70,full_texts/fake/1061.txt,politica,full_texts/fake-meta-information/1061-meta.txt,size_normalized_texts/fake/1061.txt,preprocessed/fake/1061.txt,fake
71,full_texts/fake/1062.txt,politica,full_texts/fake-meta-information/1062-meta.txt,size_normalized_texts/fake/1062.txt,preprocessed/fake/1062.txt,fake
72,full_texts/fake/1063.txt,sociedade_cotidiano,full_texts/fake-meta-information/1063-meta.txt,size_normalized_texts/fake/1063.txt,preprocessed/fake/1063.txt,fake
73,full_texts/fake/1064.txt,tv_celebridades,full_texts/fake-meta-information/1064-meta.txt,size_normalized_texts/fake/1064.txt,preprocessed/fake/1064.txt,fake
74,full_texts/fake/1065.txt,politica,full_texts/fake-meta-information/1065-meta.txt,size_normalized_texts/fake/1065.txt,preprocessed/fake/1065.txt,fake
75,full_texts/fake/1066.txt,politica,full_texts/fake-meta-information/1066-meta.txt,size_normalized_texts/fake/1066.txt,preprocessed/fake/1066.txt,fake
76,full_texts/fake/1067.txt,politica,full_texts/fake-meta-information/1067-meta.txt,size_normalized_texts/fake/1067.txt,preprocessed/fake/1067.txt,fake
77,full_texts/fake/1068.txt,politica,full_texts/fake-meta-information/1068-meta.txt,size_normalized_texts/fake/1068.txt,preprocessed/fake/1068.txt,fake
78,full_texts/fake/1069.txt,sociedade_cotidiano,full_texts/fake-meta-information/1069-meta.txt,size_normalized_texts/fake/1069.txt,preprocessed/fake/1069.txt,fake
79,full_texts/fake/107.txt,politica,full_texts/fake-meta-information/107-meta.txt,size_normalized_texts/fake/107.txt,preprocessed/fake/107.txt,fake
80,full_texts/fake/1070.txt,politica,full_texts/fake-meta-information/1070-meta.txt,size_normalized_texts/fake/1070.txt,preprocessed/fake/1070.txt,fake
81,full_texts/fake/1071.txt,politica,full_texts/fake-meta-information/1071-meta.txt,size_normalized_texts/fake/1071.txt,preprocessed/fake/1071.txt,fake
82,full_texts/fake/1072.txt,sociedade_cotidiano,full_texts/fake-meta-information/1072-meta.txt,size_normalized_texts/fake/1072.txt,preprocessed/fake/1072.txt,fake
83,full_texts/fake/1073.txt,tv_celebridades,full_texts/fake-meta-information/1073-meta.txt,size_normalized_texts/fake/1073.txt,preprocessed/fake/1073.txt,fake
84,full_texts/fake/1074.txt,politica,full_texts/fake-meta-information/1074-meta.txt,size_normalized_texts/fake/1074.txt,preprocessed/fake/1074.txt,fake
85,full_texts/fake/1075.txt,politica,full_texts/fake-meta-information/1075-meta.txt,size_normalized_texts/fake/1075.txt,preprocessed/fake/1075.txt,fake
86,full_texts/fake/1076.txt,politica,full_texts/fake-meta-information/1076-meta.txt,size_normalized_texts/fake/1076.txt,preprocessed/fake/1076.txt,fake
87,full_texts/fake/1077.txt,sociedade_cotidiano,full_texts/fake-meta-information/1077-meta.txt,size_normalized_texts/fake/1077.txt,preprocessed/fake/1077.txt,fake
88,full_texts/fake/1078.txt,politica,full_texts/fake-meta-information/1078-meta.txt,size_normalized_texts/fake/1078.txt,preprocessed/fake/1078.txt,fake
89,full_texts/fake/1079.txt,politica,full_texts/fake-meta-information/1079-meta.txt,size_normalized_texts/fake/1079.txt,preprocessed/fake/1079.txt,fake
90,full_texts/fake/108.txt,politica,full_texts/fake-meta-information/108-meta.txt,size_normalized_texts/fake/108.txt,preprocessed/fake/108.txt,fake
91,full_texts/fake/1080.txt,politica,full_texts/fake-meta-information/1080-meta.txt,size_normalized_texts/fake/1080.txt,preprocessed/fake/1080.txt,fake
92,full_texts/fake/1081.txt,politica,full_texts/fake-meta-information/1081-meta.txt,size_normalized_texts/fake/1081.txt,preprocessed/fake/1081.txt,fake
93,full_texts/fake/1082.txt,politica,full_texts/fake-meta-information/1082-meta.txt,size_normalized_texts/fake/1082.txt,preprocessed/fake/1082.txt,fake
94,full_texts/fake/1083.txt,tv_celebridades,full_texts/fake-meta-information/1083-meta.txt,size_normalized_texts/fake/1083.txt,preprocessed/fake/1083.txt,fake
95,full_texts/fake/1084.txt,sociedade_cotidiano,full_texts/fake-meta-information/1084-meta.txt,size_normalized_texts/fake/1084.txt,preprocessed/fake/1084.txt,fake
96,full_texts/fake/1085.txt,sociedade_cotidiano,full_texts/fake-meta-information/1085-meta.txt,size_normalized_texts/fake/1085.txt,preprocessed/fake/1085.txt,fake
97,full_texts/fake/1086.txt,politica,full_texts/fake-meta-information/1086-meta.txt,size_normalized_texts/fake/1086.txt,preprocessed/fake/1086.txt,fake
98,full_texts/fake/1087.txt,politica,full_texts/fake-meta-information/1087-meta.txt,size_normalized_texts/fake/1087.txt,preprocessed/fake/1087.txt,fake
99,full_texts/fake/1088.txt,tv_celebridades,full_texts/fake-meta-information/1088-meta.txt,size_normalized_texts/fake/1088.txt,preprocessed/fake/1088.txt,fake
100,full_texts/fake/1089.txt,politica,full_texts/fake-meta-information/1089-meta.txt,size_normalized_texts/fake/1089.txt,preprocessed/fake/1089.txt,fake
101,full_texts/fake/109.txt,politica,full_texts/fake-meta-information/109-meta.txt,size_normalized_texts/fake/109.txt,preprocessed/fake/109.txt,fake
102,full_texts/fake/1090.txt,sociedade_cotidiano,full_texts/fake-meta-information/1090-meta.txt,size_normalized_texts/fake/1090.txt,preprocessed/fake/1090.txt,fake
103,full_texts/fake/1091.txt,politica,full_texts/fake-meta-information/1091-meta.txt,size_normalized_texts/fake/1091.txt,preprocessed/fake/1091.txt,fake
104,full_texts/fake/1092.txt,politica,full_texts/fake-meta-information/1092-meta.txt,size_normalized_texts/fake/1092.txt,preprocessed/fake/1092.txt,fake
105,full_texts/fake/1093.txt,politica,full_texts/fake-meta-information/1093-meta.txt,size_normalized_texts/fake/1093.txt,preprocessed/fake/1093.txt,fake
106,full_texts/fake/1094.txt,politica,full_texts/fake-meta-information/1094-meta.txt,size_normalized_texts/fake/1094.txt,preprocessed/fake/1094.txt,fake
107,full_texts/fake/1095.txt,politica,full_texts/fake-meta-information/1095-meta.txt,size_normalized_texts/fake/1095.txt,preprocessed/fake/1095.txt,fake
108,full_texts/fake/1096.txt,tv_celebridades,full_texts/fake-meta-information/1096-meta.txt,size_normalized_texts/fake/1096.txt,preprocessed/fake/1096.txt,fake
109,full_texts/fake/1097.txt,politica,full_texts/fake-meta-information/1097-meta.txt,size_normalized_texts/fake/1097.txt,preprocessed/fake/1097.txt,fake
110,full_texts/fake/1098.txt,politica,full_texts/fake-meta-information/1098-meta.txt,size_normalized_texts/fake/1098.txt,preprocessed/fake/1098.txt,fake
111,full_texts/fake/1099.txt,politica,full_texts/fake-meta-information/1099-meta.txt,size_normalized_texts/fake/1099.txt,preprocessed/fake/1099.txt,fake
112,full_texts/fake/11.txt,politica,full_texts/fake-meta-information/11-meta.txt,size_normalized_texts/fake/11.txt,preprocessed/fake/11.txt,fake
113,full_texts/fake/110.txt,politica,full_texts/fake-meta-information/110-meta.txt,size_normalized_texts/fake/110.txt,preprocessed/fake/110.txt,fake
114,full_texts/fake/1100.txt,politica,full_texts/fake-meta-information/1100-meta.txt,size_normalized_texts/fake/1100.txt,preprocessed/fake/1100.txt,fake
115,full_texts/fake/1101.txt,politica,full_texts/fake-meta-information/1101-meta.txt,size_normalized_texts/fake/1101.txt,preprocessed/fake/1101.txt,fake
116,full_texts/fake/1102.txt,sociedade_cotidiano,full_texts/fake-meta-information/1102-meta.txt,size_normalized_texts/fake/1102.txt,preprocessed/fake/1102.txt,fake
117,full_texts/fake/1103.txt,politica,full_texts/fake-meta-information/1103-meta.txt,size_normalized_texts/fake/1103.txt,preprocessed/fake/1103.txt,fake
118,full_texts/fake/1104.txt,tv_celebridades,full_texts/fake-meta-information/1104-meta.txt,size_normalized_texts/fake/1104.txt,preprocessed/fake/1104.txt,fake
119,full_texts/fake/1105.txt,politica,full_texts/fake-meta-information/1105-meta.txt,size_normalized_texts/fake/1105.txt,preprocessed/fake/1105.txt,fake
120,full_texts/fake/1106.txt,politica,full_texts/fake-meta-information/1106-meta.txt,size_normalized_texts/fake/1106.txt,preprocessed/fake/1106.txt,fake
121,full_texts/fake/1107.txt,tv_celebridades,full_texts/fake-meta-information/1107-meta.txt,size_normalized_texts/fake/1107.txt,preprocessed/fake/1107.txt,fake
122,full_texts/fake/1108.txt,politica,full_texts/fake-meta-information/1108-meta.txt,size_normalized_texts/fake/1108.txt,preprocessed/fake/1108.txt,fake
123,full_texts/fake/1109.txt,politica,full_texts/fake-meta-information/1109-meta.txt,size_normalized_texts/fake/1109.txt,preprocessed/fake/1109.txt,fake
124,full_texts/fake/111.txt,politica,full_texts/fake-meta-information/111-meta.txt,size_normalized_texts/fake/111.txt,preprocessed/fake/111.txt,fake
125,full_texts/fake/1110.txt,politica,full_texts/fake-meta-information/1110-meta.txt,size_normalized_texts/fake/1110.txt,preprocessed/fake/1110.txt,fake
126,full_texts/fake/1111.txt,tv_celebridades,full_texts/fake-meta-information/1111-meta.txt,size_normalized_texts/fake/1111.txt,preprocessed/fake/1111.txt,fake
127,full_texts/fake/1112.txt,sociedade_cotidiano,full_texts/fake-meta-information/1112-meta.txt,size_normalized_texts/fake/1112.txt,preprocessed/fake/1112.txt,fake
128,full_texts/fake/1113.txt,politica,full_texts/fake-meta-information/1113-meta.txt,size_normalized_texts/fake/1113.txt,preprocessed/fake/1113.txt,fake
129,full_texts/fake/1114.txt,politica,full_texts/fake-meta-information/1114-meta.txt,size_normalized_texts/fake/1114.txt,preprocessed/fake/1114.txt,fake
130,full_texts/fake/1115.txt,politica,full_texts/fake-meta-information/1115-meta.txt,size_normalized_texts/fake/1115.txt,preprocessed/fake/1115.txt,fake
131,full_texts/fake/1116.txt,politica,full_texts/fake-meta-information/1116-meta.txt,size_normalized_texts/fake/1116.txt,preprocessed/fake/1116.txt,fake
132,full_texts/fake/1117.txt,sociedade_cotidiano,full_texts/fake-meta-information/1117-meta.txt,size_normalized_texts/fake/1117.txt,preprocessed/fake/1117.txt,fake
133,full_texts/fake/1118.txt,sociedade_cotidiano,full_texts/fake-meta-information/1118-meta.txt,size_normalized_texts/fake/1118.txt,preprocessed/fake/1118.txt,fake
134,full_texts/fake/1119.txt,tv_celebridades,full_texts/fake-meta-information/1119-meta.txt,size_normalized_texts/fake/1119.txt,preprocessed/fake/1119.txt,fake
135,full_texts/fake/112.txt,politica,full_texts/fake-meta-information/112-meta.txt,size_normalized_texts/fake/112.txt,preprocessed/fake/112.txt,fake
136,full_texts/fake/1120.txt,politica,full_texts/fake-meta-information/1120-meta.txt,size_normalized_texts/fake/1120.txt,preprocessed/fake/1120.txt,fake
137,full_texts/fake/1121.txt,tv_celebridades,full_texts/fake-meta-information/1121-meta.txt,size_normalized_texts/fake/1121.txt,preprocessed/fake/1121.txt,fake
138,full_texts/fake/1122.txt,politica,full_texts/fake-meta-information/1122-meta.txt,size_normalized_texts/fake/1122.txt,preprocessed/fake/1122.txt,fake
139,full_texts/fake/1123.txt,politica,full_texts/fake-meta-information/1123-meta.txt,size_normalized_texts/fake/1123.txt,preprocessed/fake/1123.txt,fake
140,full_texts/fake/1124.txt,economia,full_texts/fake-meta-information/1124-meta.txt,size_normalized_texts/fake/1124.txt,preprocessed/fake/1124.txt,fake
141,full_texts/fake/1125.txt,sociedade_cotidiano,full_texts/fake-meta-information/1125-meta.txt,size_normalized_texts/fake/1125.txt,preprocessed/fake/1125.txt,fake
142,full_texts/fake/1126.txt,tv_celebridades,full_texts/fake-meta-information/1126-meta.txt,size_normalized_texts/fake/1126.txt,preprocessed/fake/1126.txt,fake
143,full_texts/fake/1127.txt,politica,full_texts/fake-meta-information/1127-meta.txt,size_normalized_texts/fake/1127.txt,preprocessed/fake/1127.txt,fake
144,full_texts/fake/1128.txt,politica,full_texts/fake-meta-information/1128-meta.txt,size_normalized_texts/fake/1128.txt,preprocessed/fake/1128.txt,fake
145,full_texts/fake/1129.txt,politica,full_texts/fake-meta-information/1129-meta.txt,size_normalized_texts/fake/1129.txt,preprocessed/fake/1129.txt,fake
146,full_texts/fake/113.txt,politica,full_texts/fake-meta-information/113-meta.txt,size_normalized_texts/fake/113.txt,preprocessed/fake/113.txt,fake
147,full_texts/fake/1130.txt,politica,full_texts/fake-meta-information/1130-meta.txt,size_normalized_texts/fake/1130.txt,preprocessed/fake/1130.txt,fake
148,full_texts/fake/1131.txt,politica,full_texts/fake-meta-information/1131-meta.txt,size_normalized_texts/fake/1131.txt,preprocessed/fake/1131.txt,fake
149,full_texts/fake/1132.txt,politica,full_texts/fake-meta-information/1132-meta.txt,size_normalized_texts/fake/1132.txt,preprocessed/fake/1132.txt,fake
150,full_texts/fake/1133.txt,politica,full_texts/fake-meta-information/1133-meta.txt,size_normalized_texts/fake/1133.txt,preprocessed/fake/1133.txt,fake
151,full_texts/fake/1134.txt,politica,full_texts/fake-meta-information/1134-meta.txt,size_normalized_texts/fake/1134.txt,preprocessed/fake/1134.txt,fake
152,full_texts/fake/1135.txt,politica,full_texts/fake-meta-information/1135-meta.txt,size_normalized_texts/fake/1135.txt,preprocessed/fake/1135.txt,fake
153,full_texts/fake/1136.txt,tv_celebridades,full_texts/fake-meta-information/1136-meta.txt,size_normalized_texts/fake/1136.txt,preprocessed/fake/1136.txt,fake
154,full_texts/fake/1137.txt,politica,full_texts/fake-meta-information/1137-meta.txt,size_normalized_texts/fake/1137.txt,preprocessed/fake/1137.txt,fake
155,full_texts/fake/1138.txt,politica,full_texts/fake-meta-information/1138-meta.txt,size_normalized_texts/fake/1138.txt,preprocessed/fake/1138.txt,fake
156,full_texts/fake/1139.txt,politica,full_texts/fake-meta-information/1139-meta.txt,size_normalized_texts/fake/1139.txt,preprocessed/fake/1139.txt,fake
157,full_texts/fake/114.txt,politica,full_texts/fake-meta-information/114-meta.txt,size_normalized_texts/fake/114.txt,preprocessed/fake/114.txt,fake
158,full_texts/fake/1140.txt,politica,full_texts/fake-meta-information/1140-meta.txt,size_normalized_texts/fake/1140.txt,preprocessed/fake/1140.txt,fake
159,full_texts/fake/1141.txt,politica,full_texts/fake-meta-information/1141-meta.txt,size_normalized_texts/fake/1141.txt,preprocessed/fake/1141.txt,fake
160,full_texts/fake/1142.txt,politica,full_texts/fake-meta-information/1142-meta.txt,size_normalized_texts/fake/1142.txt,preprocessed/fake/1142.txt,fake
161,full_texts/fake/1143.txt,politica,full_texts/fake-meta-information/1143-meta.txt,size_normalized_texts/fake/1143.txt,preprocessed/fake/1143.txt,fake
162,full_texts/fake/1144.txt,politica,full_texts/fake-meta-information/1144-meta.txt,size_normalized_texts/fake/1144.txt,preprocessed/fake/1144.txt,fake
163,full_texts/fake/1145.txt,sociedade_cotidiano,full_texts/fake-meta-information/1145-meta.txt,size_normalized_texts/fake/1145.txt,preprocessed/fake/1145.txt,fake
164,full_texts/fake/1146.txt,politica,full_texts/fake-meta-information/1146-meta.txt,size_normalized_texts/fake/1146.txt,preprocessed/fake/1146.txt,fake
165,full_texts/fake/1147.txt,sociedade_cotidiano,full_texts/fake-meta-information/1147-meta.txt,size_normalized_texts/fake/1147.txt,preprocessed/fake/1147.txt,fake
166,full_texts/fake/1148.txt,politica,full_texts/fake-meta-information/1148-meta.txt,size_normalized_texts/fake/1148.txt,preprocessed/fake/1148.txt,fake
167,full_texts/fake/1149.txt,politica,full_texts/fake-meta-information/1149-meta.txt,size_normalized_texts/fake/1149.txt,preprocessed/fake/1149.txt,fake
168,full_texts/fake/115.txt,politica,full_texts/fake-meta-information/115-meta.txt,size_normalized_texts/fake/115.txt,preprocessed/fake/115.txt,fake
169,full_texts/fake/1150.txt,politica,full_texts/fake-meta-information/1150-meta.txt,size_normalized_texts/fake/1150.txt,preprocessed/fake/1150.txt,fake
170,full_texts/fake/1151.txt,politica,full_texts/fake-meta-information/1151-meta.txt,size_normalized_texts/fake/1151.txt,preprocessed/fake/1151.txt,fake
171,full_texts/fake/1152.txt,sociedade_cotidiano,full_texts/fake-meta-information/1152-meta.txt,size_normalized_texts/fake/1152.txt,preprocessed/fake/1152.txt,fake
172,full_texts/fake/1153.txt,politica,full_texts/fake-meta-information/1153-meta.txt,size_normalized_texts/fake/1153.txt,preprocessed/fake/1153.txt,fake
173,full_texts/fake/1154.txt,politica,full_texts/fake-meta-information/1154-meta.txt,size_normalized_texts/fake/1154.txt,preprocessed/fake/1154.txt,fake
174,full_texts/fake/1155.txt,politica,full_texts/fake-meta-information/1155-meta.txt,size_normalized_texts/fake/1155.txt,preprocessed/fake/1155.txt,fake
175,full_texts/fake/1156.txt,politica,full_texts/fake-meta-information/1156-meta.txt,size_normalized_texts/fake/1156.txt,preprocessed/fake/1156.txt,fake
176,full_texts/fake/1157.txt,politica,full_texts/fake-meta-information/1157-meta.txt,size_normalized_texts/fake/1157.txt,preprocessed/fake/1157.txt,fake
